Morus_015560-R1	HART063A_003224-R1
Morus_014332-R3	HART063A_003227-R1
Morus_015737-R1	HART063A_003229-R1
Morus_015330-R1	HART063A_003230-R1
Morus_015355-R1	HART063A_003231-R1
Morus_014238-R1	HART063A_003232-R1
Morus_015416-R2	HART063A_003234-R1
Morus_014266-R1	HART063A_003236-R1
Morus_015902-R1	HART063A_003240-R1
Morus_015443-R1	HART063A_003242-R1
Morus_014428-R1	HART063A_003244-R1
Morus_015363-R1	HART063A_003245-R1
Morus_015364-R1	HART063A_003246-R1
Morus_014575-R1	HART063A_003247-R1
Morus_015447-R1	HART063A_003248-R1
Morus_015169-R1	HART063A_003252-R1
Morus_015170-R1	HART063A_003253-R1
Morus_014818-R1	HART063A_003258-R3
Morus_015193-R1	HART063A_003259-R1
Morus_015308-R1	HART063A_003261-R1
Morus_015726-R1	HART063A_003262-R1
Morus_015403-R1	HART063A_003264-R1
Morus_016020-R1	HART063A_003268-R1
Morus_015566-R1	HART063A_003271-R1
Morus_015998-R1	HART063A_003275-R1
Morus_015219-R2	HART063A_003278-R1
Morus_015381-R1	HART063A_003279-R1
Morus_015985-R1	HART063A_003281-R1
Morus_014482-R1	HART063A_003282-R1
Morus_015491-R1	HART063A_003287-R1
Morus_015540-R1	HART063A_003289-R1
Morus_014507-R1	HART063A_003291-R1
Morus_015266-R1	HART063A_003293-R1
Morus_015551-R1	HART063A_003294-R1
Morus_014455-R1	HART063A_003301-R1
Morus_015239-R1	HART063A_003304-R1
Morus_014563-R1	HART063A_003305-R1
Morus_015852-R1	HART063A_003307-R1
Morus_014440-R1	HART063A_003309-R1
Morus_014780-R1	HART063A_003310-R1
Morus_015260-R1	HART063A_003312-R1
Morus_015233-R1	HART063A_003313-R1
Morus_015547-R1	HART063A_003315-R1
Morus_015095-R1	HART063A_003318-R1
Morus_016006-R1	HART063A_003320-R1
Morus_015982-R1	HART063A_003321-R1
Morus_016049-R1	HART063A_003323-R1
Morus_015407-R1	HART063A_003327-R1
Morus_015104-R1	HART063A_003328-R1
Morus_015120-R1	HART063A_003329-R1
Morus_015119-R1	HART063A_003331-R1
Morus_015121-R1	HART063A_003332-R1
Morus_014674-R2	HART063A_003333-R1
Morus_015118-R1	HART063A_003335-R1
Morus_014320-R2	HART063A_003338-R1
Morus_014384-R1	HART063A_003340-R1
Morus_014719-R2	HART063A_003342-R1
Morus_014635-R1	HART063A_003344-R1
Morus_015851-R1	HART063A_003346-R2
Morus_015190-R1	HART063A_003347-R1
Morus_015229-R1	HART063A_003349-R1
Morus_014288-R1	HART063A_003350-R1
Morus_014794-R1	HART063A_003351-R1
Morus_014451-R2	HART063A_003353-R1
Morus_015617-R1	HART063A_003356-R1
Morus_015313-R1	HART063A_003357-R1
Morus_014274-R1	HART063A_003361-R1
Morus_014734-R1	HART063A_003362-R1
Morus_015745-R1	HART063A_003364-R1
Morus_014723-R1	HART063A_003365-R1
Morus_015415-R1	HART063A_003367-R1
Morus_014523-R2	HART063A_003369-R1
Morus_015747-R2	HART063A_003370-R1
Morus_016058-R1	HART063A_003371-R1
Morus_014410-R1	HART063A_003372-R1
Morus_014415-R1	HART063A_003373-R1
Morus_015867-R5	HART063A_003375-R1
Morus_015732-R1	HART063A_003382-R1
Morus_015428-R1	HART063A_003385-R1
Morus_015126-R1	HART063A_003386-R1
Morus_015782-R1	HART063A_003387-R1
Morus_015149-R1	HART063A_003389-R1
Morus_015028-R1	HART063A_003391-R1
Morus_014486-R1	HART063A_003392-R1
Morus_015766-R1	HART063A_003395-R1
Morus_015765-R1	HART063A_003396-R1
Morus_015174-R1	HART063A_003397-R1
Morus_015281-R1	HART063A_003398-R1
Morus_014636-R1	HART063A_003401-R1
Morus_015761-R1	HART063A_003403-R1
Morus_014736-R1	HART063A_003408-R1
Morus_015392-R1	HART063A_003410-R1
Morus_015728-R1	HART063A_003411-R1
Morus_016050-R1	HART063A_003412-R2
Morus_016002-R1	HART063A_003413-R1
Morus_015621-R1	HART063A_003414-R1
Morus_015622-R1	HART063A_003415-R1
Morus_015555-R1	HART063A_003418-R1
Morus_015217-R1	HART063A_003421-R1
Morus_015554-R1	HART063A_003422-R1
Morus_015235-R1	HART063A_003425-R1
Morus_015105-R1	HART063A_003427-R1
Morus_015696-R2	HART063A_003428-R1
Morus_015716-R1	HART063A_003429-R1
Morus_015092-R1	HART063A_003430-R1
Morus_015178-R1	HART063A_003433-R1
Morus_005671-R1	HART063A_003839-R1
Morus_005423-R1	HART063A_003883-R1
Morus_005685-R1	HART063A_003907-R1
Morus_000085-R1	HART063A_003976-R1
Morus_000094-R1	HART063A_004061-R1
Morus_001657-R1	HART063A_004688-R1
Morus_017015-R1	HART063A_005004-R1
Morus_016681-R1	HART063A_005138-R1
Morus_017158-R1	HART063A_005140-R1
Morus_017159-R1	HART063A_005142-R1
Morus_018085-R1	HART063A_005143-R1
Morus_016936-R1	HART063A_005145-R1
Morus_017018-R1	HART063A_005147-R1
Morus_017890-R1	HART063A_005150-R1
Morus_016224-R1	HART063A_005152-R1
Morus_016225-R1	HART063A_005153-R1
Morus_016228-R1	HART063A_005154-R1
Morus_016234-R1	HART063A_005156-R1
Morus_016119-R2	HART063A_005163-R1
Morus_016933-R1	HART063A_005164-R1
Morus_016207-R1	HART063A_005167-R1
Morus_016977-R1	HART063A_005168-R1
Morus_016978-R1	HART063A_005170-R1
Morus_017306-R1	HART063A_005172-R1
Morus_017592-R1	HART063A_005175-R1
Morus_016891-R1	HART063A_005177-R1
Morus_016343-R1	HART063A_005178-R1
Morus_017292-R1	HART063A_005179-R1
Morus_016155-R1	HART063A_005180-R1
Morus_017548-R1	HART063A_005182-R1
Morus_017759-R1	HART063A_005184-R1
Morus_016213-R1	HART063A_005186-R1
Morus_017082-R1	HART063A_005188-R2
Morus_017802-R1	HART063A_005190-R1
Morus_016407-R1	HART063A_005191-R1
Morus_016772-R1	HART063A_005194-R1
Morus_unassigned_transcript_4578	HART063A_005196-R2
Morus_016360-R1	HART063A_005198-R2
Morus_016912-R1	HART063A_005200-R2
Morus_016084-R1	HART063A_005202-R1
Morus_016825-R1	HART063A_005204-R1
Morus_016828-R1	HART063A_005206-R1
Morus_unassigned_transcript_4521	HART063A_005207-R1
Morus_unassigned_transcript_4629	HART063A_005208-R1
Morus_017760-R1	HART063A_005209-R1
Morus_016350-R1	HART063A_005214-R1
Morus_017114-R1	HART063A_005216-R1
Morus_016271-R1	HART063A_005217-R1
Morus_017183-R1	HART063A_005218-R1
Morus_016881-R1	HART063A_005220-R1
Morus_017295-R1	HART063A_005222-R1
Morus_000104-R1	HART063A_005223-R1
Morus_017523-R1	HART063A_005224-R1
Morus_017522-R1	HART063A_005225-R1
Morus_017502-R1	HART063A_005226-R1
Morus_017078-R1	HART063A_005229-R1
Morus_016397-R1	HART063A_005231-R1
Morus_017219-R1	HART063A_005232-R1
Morus_017494-R1	HART063A_005233-R2
Morus_017492-R1	HART063A_005236-R1
Morus_017566-R1	HART063A_005237-R1
Morus_017920-R1	HART063A_005240-R1
Morus_017546-R1	HART063A_005243-R1
Morus_017080-R1	HART063A_005244-R1
Morus_017861-R1	HART063A_005246-R1
Morus_016392-R1	HART063A_005248-R1
Morus_003508-R1	HART063A_005249-R1
Morus_017093-R1	HART063A_005251-R1
Morus_016991-R1	HART063A_005252-R1
Morus_017567-R1	HART063A_005259-R1
Morus_017053-R1	HART063A_005265-R1
Morus_017439-R1	HART063A_005266-R1
Morus_017552-R1	HART063A_005268-R1
Morus_017967-R1	HART063A_005270-R1
Morus_017544-R1	HART063A_005271-R1
Morus_016696-R1	HART063A_005273-R1
Morus_017169-R1	HART063A_005274-R1
Morus_unassigned_transcript_4445	HART063A_005278-R1
Morus_016126-R1	HART063A_005280-R1
Morus_017620-R1	HART063A_005291-R1
Morus_017090-R1	HART063A_005293-R1
Morus_018049-R1	HART063A_005294-R1
Morus_017555-R1	HART063A_005299-R1
Morus_unassigned_transcript_4292	HART063A_005308-R1
Morus_000606-R1	HART063A_005314-R1
Morus_017662-R1	HART063A_005315-R1
Morus_017687-R1	HART063A_005317-R1
Morus_017679-R1	HART063A_005318-R1
Morus_017338-R1	HART063A_005321-R1
Morus_017538-R1	HART063A_005322-R1
Morus_017814-R1	HART063A_005325-R1
Morus_017696-R1	HART063A_005334-R1
Morus_017710-R1	HART063A_005339-R1
Morus_017936-R2	HART063A_005346-R1
Morus_017699-R1	HART063A_005347-R1
Morus_017447-R1	HART063A_005348-R1
Morus_017728-R1	HART063A_005349-R1
Morus_018082-R1	HART063A_005353-R1
Morus_017944-R1	HART063A_005356-R1
Morus_016463-R1	HART063A_005367-R1
Morus_017717-R1	HART063A_005374-R1
Morus_017988-R1	HART063A_005386-R1
Morus_016138-R2	HART063A_005395-R1
Morus_016133-R1	HART063A_005396-R1
Morus_016576-R1	HART063A_005399-R1
Morus_016326-R1	HART063A_005409-R1
Morus_016949-R1	HART063A_005411-R1
Morus_016950-R1	HART063A_005412-R1
Morus_016272-R1	HART063A_005413-R1
Morus_016201-R1	HART063A_005414-R1
Morus_unassigned_transcript_4341	HART063A_005415-R1
Morus_016883-R1	HART063A_005420-R1
Morus_016884-R1	HART063A_005421-R2
Morus_016322-R2	HART063A_005422-R1
Morus_017436-R1	HART063A_005423-R1
Morus_016294-R1	HART063A_005425-R2
Morus_017266-R4	HART063A_005426-R1
Morus_017267-R1	HART063A_005427-R1
Morus_016380-R1	HART063A_005428-R1
Morus_017692-R1	HART063A_005431-R1
Morus_016811-R1	HART063A_005432-R1
Morus_017062-R1	HART063A_005435-R1
Morus_017481-R1	HART063A_005436-R1
Morus_017752-R1	HART063A_005437-R1
Morus_017922-R3	HART063A_005438-R1
Morus_017925-R1	HART063A_005439-R1
Morus_017446-R1	HART063A_005445-R1
Morus_016293-R1	HART063A_005446-R1
Morus_018018-R1	HART063A_005450-R1
Morus_017829-R1	HART063A_005452-R1
Morus_017581-R1	HART063A_005453-R1
Morus_016484-R1	HART063A_005454-R1
Morus_017148-R1	HART063A_005455-R2
Morus_017150-R1	HART063A_005456-R1
Morus_017254-R1	HART063A_005457-R1
Morus_017683-R1	HART063A_005461-R1
Morus_017684-R1	HART063A_005462-R1
Morus_018092-R1	HART063A_005464-R1
Morus_017965-R1	HART063A_005465-R1
Morus_017539-R1	HART063A_005466-R1
Morus_018072-R1	HART063A_005468-R1
Morus_017976-R1	HART063A_005469-R1
Morus_017096-R1	HART063A_005471-R1
Morus_017990-R1	HART063A_005473-R1
Morus_017970-R1	HART063A_005476-R1
Morus_017203-R1	HART063A_005477-R1
Morus_017520-R1	HART063A_005479-R1
Morus_017545-R1	HART063A_005480-R1
Morus_017676-R1	HART063A_005483-R1
Morus_016313-R1	HART063A_005484-R1
Morus_017923-R1	HART063A_005485-R1
Morus_018011-R2	HART063A_005488-R1
Morus_017385-R1	HART063A_005489-R1
Morus_017777-R1	HART063A_005490-R1
Morus_017961-R1	HART063A_005491-R2
Morus_017333-R1	HART063A_005493-R1
Morus_017064-R1	HART063A_005494-R1
Morus_020066-R1	HART063A_005496-R1
Morus_017411-R1	HART063A_005500-R1
Morus_017838-R1	HART063A_005501-R1
Morus_016631-R1	HART063A_005502-R1
Morus_016077-R1	HART063A_005504-R1
Morus_017459-R1	HART063A_005507-R1
Morus_017092-R1	HART063A_005509-R1
Morus_016550-R1	HART063A_005514-R1
Morus_017673-R1	HART063A_005517-R1
Morus_016160-R1	HART063A_005518-R1
Morus_017647-R1	HART063A_005519-R1
Morus_018034-R1	HART063A_005522-R1
Morus_016862-R1	HART063A_005525-R1
Morus_017999-R1	HART063A_005526-R2
Morus_017209-R1	HART063A_005527-R1
Morus_017210-R1	HART063A_005528-R1
Morus_017386-R1	HART063A_005530-R1
Morus_018000-R1	HART063A_005534-R1
Morus_017319-R1	HART063A_005536-R1
Morus_017984-R1	HART063A_005537-R2
Morus_016848-R1	HART063A_005538-R1
Morus_017550-R1	HART063A_005544-R1
Morus_016331-R1	HART063A_005546-R1
Morus_017315-R1	HART063A_005547-R1
Morus_017110-R1	HART063A_005549-R1
Morus_017657-R3	HART063A_005550-R1
Morus_017811-R1	HART063A_005551-R1
Morus_016944-R1	HART063A_005552-R1
Morus_016165-R1	HART063A_005554-R1
Morus_016166-R1	HART063A_005555-R1
Morus_017181-R1	HART063A_005556-R1
Morus_016886-R2	HART063A_005557-R2
Morus_017886-R1	HART063A_005558-R1
Morus_016411-R1	HART063A_005559-R1
Morus_016072-R1	HART063A_005561-R1
Morus_017878-R1	HART063A_005564-R1
Morus_018025-R1	HART063A_005565-R1
Morus_017603-R1	HART063A_005566-R1
Morus_unassigned_transcript_4422	HART063A_005567-R1
Morus_016858-R1	HART063A_005568-R1
Morus_016553-R1	HART063A_005571-R1
Morus_017141-R1	HART063A_005574-R1
Morus_016818-R1	HART063A_005575-R1
Morus_017971-R1	HART063A_005577-R1
Morus_017972-R1	HART063A_005578-R1
Morus_017832-R1	HART063A_005579-R1
Morus_017465-R1	HART063A_005580-R1
Morus_017504-R1	HART063A_005581-R1
Morus_016844-R1	HART063A_005582-R1
Morus_016190-R1	HART063A_005583-R1
Morus_017813-R1	HART063A_005584-R1
Morus_017501-R1	HART063A_005585-R1
Morus_016169-R1	HART063A_005586-R1
Morus_016247-R10	HART063A_005587-R3
Morus_016249-R1	HART063A_005588-R1
Morus_017503-R1	HART063A_005589-R1
Morus_017310-R1	HART063A_005590-R1
Morus_016412-R2	HART063A_005591-R2
Morus_017224-R1	HART063A_005595-R1
Morus_016998-R1	HART063A_005596-R1
Morus_016486-R1	HART063A_005597-R1
Morus_016909-R1	HART063A_005600-R2
Morus_016910-R1	HART063A_005601-R1
Morus_017058-R2	HART063A_005602-R1
Morus_018045-R1	HART063A_005603-R1
Morus_017225-R1	HART063A_005605-R1
Morus_018030-R1	HART063A_005606-R1
Morus_017324-R1	HART063A_005608-R1
Morus_017409-R1	HART063A_005612-R1
Morus_017986-R1	HART063A_005614-R1
Morus_017156-R1	HART063A_005616-R1
Morus_016347-R1	HART063A_005617-R1
Morus_017626-R1	HART063A_005618-R1
Morus_016164-R1	HART063A_005621-R1
Morus_016446-R1	HART063A_005622-R1
Morus_017466-R1	HART063A_005625-R1
Morus_016325-R1	HART063A_005626-R1
Morus_017111-R1	HART063A_005627-R1
Morus_017113-R1	HART063A_005628-R1
Morus_016348-R1	HART063A_005629-R1
Morus_016453-R1	HART063A_005630-R1
Morus_016454-R1	HART063A_005631-R1
Morus_017887-R1	HART063A_005634-R1
Morus_016270-R1	HART063A_005635-R1
Morus_016448-R1	HART063A_005636-R1
Morus_017275-R1	HART063A_005638-R1
Morus_017733-R1	HART063A_005640-R1
Morus_016110-R1	HART063A_005641-R1
Morus_017067-R1	HART063A_005642-R1
Morus_017394-R1	HART063A_005643-R1
Morus_016452-R4	HART063A_005644-R2
Morus_016960-R1	HART063A_005646-R1
Morus_016310-R1	HART063A_005647-R1
Morus_017524-R1	HART063A_005649-R1
Morus_017788-R1	HART063A_005650-R1
Morus_017250-R2	HART063A_005651-R3
Morus_016319-R1	HART063A_005653-R1
Morus_017787-R1	HART063A_005654-R2
Morus_017293-R1	HART063A_005659-R1
Morus_017302-R1	HART063A_005660-R1
Morus_017495-R1	HART063A_005662-R1
Morus_016405-R1	HART063A_005663-R1
Morus_017860-R1	HART063A_005664-R1
Morus_017130-R1	HART063A_005666-R1
Morus_017177-R1	HART063A_005667-R1
Morus_016822-R1	HART063A_005668-R1
Morus_016097-R1	HART063A_005669-R1
Morus_016098-R1	HART063A_005670-R1
Morus_016716-R1	HART063A_005671-R1
Morus_017355-R1	HART063A_005673-R1
Morus_016135-R1	HART063A_005676-R1
Morus_017154-R1	HART063A_005684-R1
Morus_016352-R1	HART063A_005685-R1
Morus_016141-R1	HART063A_005686-R1
Morus_017084-R1	HART063A_005687-R1
Morus_017707-R1	HART063A_005689-R1
Morus_017175-R1	HART063A_005693-R1
Morus_016281-R1	HART063A_005694-R1
Morus_017896-R1	HART063A_005695-R1
Morus_017897-R1	HART063A_005696-R1
Morus_017677-R1	HART063A_005697-R1
Morus_017659-R1	HART063A_005699-R1
Morus_016085-R1	HART063A_005700-R1
Morus_017031-R1	HART063A_005702-R1
Morus_016214-R1	HART063A_005703-R1
Morus_017054-R1	HART063A_005705-R1
Morus_017055-R1	HART063A_005706-R1
Morus_017468-R1	HART063A_005707-R1
Morus_016217-R1	HART063A_005708-R1
Morus_017618-R1	HART063A_005709-R1
Morus_018009-R1	HART063A_005710-R1
Morus_016926-R2	HART063A_005713-R1
Morus_016925-R1	HART063A_005714-R1
Morus_016284-R1	HART063A_005716-R1
Morus_016431-R1	HART063A_005717-R1
Morus_016425-R1	HART063A_005718-R1
Morus_018069-R1	HART063A_005720-R1
Morus_018071-R1	HART063A_005721-R1
Morus_016426-R1	HART063A_005722-R1
Morus_016279-R1	HART063A_005724-R1
Morus_016450-R1	HART063A_005725-R1
Morus_017172-R1	HART063A_005726-R1
Morus_017287-R1	HART063A_005728-R1
Morus_018050-R1	HART063A_005729-R1
Morus_016152-R1	HART063A_005730-R1
Morus_016151-R1	HART063A_005731-R2
Morus_016074-R1	HART063A_005732-R1
Morus_unassigned_transcript_4285	HART063A_005734-R1
Morus_016966-R1	HART063A_005735-R1
Morus_016104-R1	HART063A_005736-R1
Morus_017698-R2	HART063A_005737-R1
Morus_017419-R1	HART063A_005739-R1
Morus_017907-R1	HART063A_005740-R1
Morus_017144-R1	HART063A_005741-R1
Morus_016967-R1	HART063A_005744-R1
Morus_016170-R1	HART063A_005745-R1
Morus_017106-R1	HART063A_005746-R1
Morus_017196-R1	HART063A_005747-R1
Morus_017420-R1	HART063A_005748-R1
Morus_017197-R1	HART063A_005749-R1
Morus_016376-R1	HART063A_005750-R1
Morus_017061-R1	HART063A_005751-R1
Morus_017179-R1	HART063A_005753-R1
Morus_017291-R1	HART063A_005754-R1
Morus_017937-R1	HART063A_005755-R1
Morus_unassigned_transcript_4281	HART063A_005756-R1
Morus_017963-R1	HART063A_005760-R2
Morus_018046-R1	HART063A_005761-R1
Morus_017730-R1	HART063A_005762-R2
Morus_017668-R1	HART063A_005765-R1
Morus_017807-R2	HART063A_005766-R1
Morus_017264-R1	HART063A_005767-R1
Morus_017405-R1	HART063A_005768-R1
Morus_017258-R1	HART063A_005771-R1
Morus_017279-R1	HART063A_005774-R1
Morus_017380-R1	HART063A_005777-R1
Morus_018024-R1	HART063A_005778-R1
Morus_017281-R1	HART063A_005779-R1
Morus_017283-R1	HART063A_005780-R2
Morus_016117-R1	HART063A_005782-R1
Morus_017162-R1	HART063A_005783-R1
Morus_017949-R1	HART063A_005784-R1
Morus_017047-R1	HART063A_005785-R1
Morus_016834-R1	HART063A_005786-R1
Morus_unassigned_transcript_4595	HART063A_005787-R1
Morus_017099-R1	HART063A_005788-R1
Morus_016885-R1	HART063A_005789-R1
Morus_016419-R1	HART063A_005791-R1
Morus_016840-R1	HART063A_005792-R1
Morus_016839-R1	HART063A_005793-R1
Morus_017020-R1	HART063A_005794-R1
Morus_016963-R1	HART063A_005796-R1
Morus_016860-R1	HART063A_005797-R1
Morus_016274-R1	HART063A_005798-R1
Morus_016971-R1	HART063A_005801-R1
Morus_016355-R1	HART063A_005802-R1
Morus_016819-R1	HART063A_005803-R1
Morus_017317-R1	HART063A_005805-R1
Morus_018035-R1	HART063A_005806-R1
Morus_016287-R1	HART063A_005807-R1
Morus_017032-R1	HART063A_005809-R1
Morus_018083-R1	HART063A_005810-R1
Morus_017862-R1	HART063A_005812-R1
Morus_017294-R1	HART063A_005813-R1
Morus_017088-R1	HART063A_005814-R1
Morus_017507-R1	HART063A_005816-R1
Morus_016068-R1	HART063A_005818-R1
Morus_017216-R1	HART063A_005819-R1
Morus_016090-R1	HART063A_005821-R1
Morus_016096-R2	HART063A_005824-R1
Morus_016153-R1	HART063A_005826-R1
Morus_017371-R1	HART063A_005827-R1
Morus_016154-R1	HART063A_005828-R1
Morus_016711-R1	HART063A_005829-R1
Morus_016968-R1	HART063A_005830-R1
Morus_018054-R1	HART063A_005835-R1
Morus_018055-R1	HART063A_005836-R1
Morus_017491-R1	HART063A_005839-R1
Morus_016851-R1	HART063A_005843-R1
Morus_017593-R1	HART063A_005844-R1
Morus_016365-R1	HART063A_005847-R1
Morus_017445-R1	HART063A_005848-R1
Morus_016809-R1	HART063A_005851-R1
Morus_017402-R1	HART063A_005852-R1
Morus_017989-R1	HART063A_005853-R1
Morus_017828-R1	HART063A_005854-R1
Morus_018076-R1	HART063A_005855-R1
Morus_018077-R1	HART063A_005856-R1
Morus_016354-R1	HART063A_005857-R1
Morus_016449-R1	HART063A_005860-R1
Morus_016899-R1	HART063A_005865-R1
Morus_017174-R1	HART063A_005866-R1
Morus_004572-R1	HART063A_005867-R1
Morus_017301-R1	HART063A_005868-R1
Morus_016954-R1	HART063A_005869-R1
Morus_017866-R1	HART063A_005870-R1
Morus_016167-R1	HART063A_005872-R1
Morus_016686-R1	HART063A_005873-R1
Morus_017642-R1	HART063A_005874-R1
Morus_017101-R1	HART063A_005875-R1
Morus_unassigned_transcript_4540	HART063A_005878-R1
Morus_017871-R1	HART063A_005880-R2
Morus_017296-R1	HART063A_005883-R1
Morus_017180-R1	HART063A_005884-R1
Morus_016080-R1	HART063A_005885-R8
Morus_017815-R1	HART063A_005887-R1
Morus_016898-R1	HART063A_005888-R1
Morus_016357-R1	HART063A_005889-R1
Morus_017704-R1	HART063A_005891-R1
Morus_016185-R3	HART063A_005892-R1
Morus_016244-R1	HART063A_005893-R1
Morus_016285-R1	HART063A_005895-R1
Morus_016451-R1	HART063A_005896-R1
Morus_016916-R1	HART063A_005897-R1
Morus_017109-R1	HART063A_005898-R1
Morus_017007-R1	HART063A_005900-R1
Morus_016997-R1	HART063A_005902-R1
Morus_017794-R1	HART063A_005904-R1
Morus_017214-R1	HART063A_005905-R1
Morus_017182-R1	HART063A_005909-R1
Morus_017450-R1	HART063A_005910-R1
Morus_017451-R1	HART063A_005911-R1
Morus_017486-R1	HART063A_005912-R1
Morus_017218-R1	HART063A_005913-R1
Morus_017917-R1	HART063A_005914-R1
Morus_unassigned_transcript_4351	HART063A_005915-R1
Morus_017205-R1	HART063A_005916-R1
Morus_016363-R1	HART063A_005917-R1
Morus_016195-R1	HART063A_005919-R1
Morus_016906-R1	HART063A_005922-R1
Morus_017107-R1	HART063A_005923-R1
Morus_017953-R1	HART063A_005925-R1
Morus_017229-R1	HART063A_005928-R1
Morus_016394-R1	HART063A_005929-R1
Morus_unassigned_transcript_4288	HART063A_005931-R1
Morus_016109-R1	HART063A_005935-R1
Morus_016897-R2	HART063A_005937-R1
Morus_017342-R1	HART063A_005938-R1
Morus_016264-R1	HART063A_005942-R1
Morus_017204-R1	HART063A_005944-R1
Morus_016275-R2	HART063A_005946-R1
Morus_017615-R1	HART063A_005949-R2
Morus_016615-R1	HART063A_005950-R1
Morus_017695-R1	HART063A_005951-R1
Morus_017483-R1	HART063A_005953-R1
Morus_017025-R1	HART063A_005954-R1
Morus_017026-R1	HART063A_005955-R1
Morus_016945-R1	HART063A_005956-R1
Morus_017661-R1	HART063A_005957-R1
Morus_017882-R1	HART063A_005958-R1
Morus_017489-R1	HART063A_005959-R1
Morus_017022-R1	HART063A_005961-R1
Morus_017023-R1	HART063A_005962-R1
Morus_017041-R1	HART063A_005963-R1
Morus_017349-R1	HART063A_005964-R1
Morus_017768-R1	HART063A_005965-R1
Morus_017120-R1	HART063A_005968-R1
Morus_016406-R1	HART063A_005970-R1
Morus_016480-R1	HART063A_005972-R1
Morus_018061-R3	HART063A_005973-R1
Morus_016200-R1	HART063A_005974-R1
Morus_018006-R1	HART063A_005975-R1
Morus_017497-R1	HART063A_005976-R2
Morus_016158-R1	HART063A_005978-R1
Morus_016929-R1	HART063A_005980-R1
Morus_017505-R1	HART063A_005981-R1
Morus_016930-R1	HART063A_005984-R1
Morus_017908-R1	HART063A_005985-R1
Morus_017392-R1	HART063A_005986-R1
Morus_017245-R1	HART063A_005988-R1
Morus_017559-R1	HART063A_005989-R1
Morus_016515-R1	HART063A_006004-R1
Morus_016529-R1	HART063A_006008-R1
Morus_016545-R1	HART063A_006018-R1
Morus_000549-R1	HART063A_006019-R1
Morus_016546-R1	HART063A_006020-R1
Morus_016572-R1	HART063A_006037-R1
Morus_016574-R1	HART063A_006040-R1
Morus_016575-R1	HART063A_006041-R1
Morus_016608-R1	HART063A_006052-R1
Morus_017881-R1	HART063A_006054-R1
Morus_016610-R1	HART063A_006056-R1
Morus_016367-R1	HART063A_006057-R1
Morus_017783-R1	HART063A_006061-R1
Morus_017903-R1	HART063A_006062-R1
Morus_016632-R1	HART063A_006064-R1
Morus_018031-R1	HART063A_006075-R1
Morus_017284-R1	HART063A_006079-R1
Morus_017160-R1	HART063A_006098-R1
Morus_016684-R1	HART063A_006100-R1
Morus_016699-R1	HART063A_006103-R1
Morus_017449-R1	HART063A_006105-R1
Morus_016725-R1	HART063A_006117-R1
Morus_002206-R1	HART063A_006119-R2
Morus_016894-R1	HART063A_006127-R1
Morus_016900-R1	HART063A_006130-R1
Morus_016776-R1	HART063A_006141-R1
Morus_017424-R1	HART063A_006170-R1
Morus_016398-R1	HART063A_006172-R1
Morus_017527-R1	HART063A_006174-R1
Morus_016298-R2	HART063A_006175-R1
Morus_unassigned_transcript_4500	HART063A_006179-R1
Morus_017256-R1	HART063A_006180-R1
Morus_017057-R1	HART063A_006182-R1
