Morus_000003-R1	Bato_000003-R1	ArtoA_013067-R1	ArtoB_020652-R1
Morus_000713-R1	Bato_000713-R1	ArtoA_013673-R1	ArtoB_012902-R1
Morus_000717-R1	Bato_000717-R1	ArtoA_014164-R1	ArtoB_012750-R1
Morus_000719-R1	Bato_000719-R1	ArtoA_014148-R1	ArtoB_unassigned_transcript_1465
Morus_000720-R1	Bato_000720-R1	ArtoA_014028-R1	ArtoB_013075-R1
Morus_000721-R1	Bato_000721-R1	ArtoA_013611-R1	ArtoB_012931-R1
Morus_000722-R1	Bato_000722-R1	ArtoA_013634-R1	ArtoB_012932-R1
Morus_000723-R1	Bato_000723-R1	ArtoA_013565-R1	ArtoB_021957-R1
Morus_000728-R1	Bato_000728-R1	ArtoA_014182-R3	ArtoB_013012-R4
Morus_000730-R1	Bato_000730-R1	ArtoA_014229-R1	ArtoB_012447-R1
Morus_000731-R1	Bato_000731-R1	ArtoA_013770-R1	ArtoB_012561-R1
Morus_000734-R1	Bato_000734-R1	ArtoA_014024-R3	ArtoB_012565-R1
Morus_000737-R1	Bato_000737-R1	ArtoA_013763-R1	ArtoB_012779-R1
Morus_000740-R1	Bato_000740-R1	ArtoA_013787-R1	ArtoB_013073-R1
Morus_000742-R1	Bato_000742-R1	ArtoA_unassigned_transcript_1768	ArtoB_013029-R1
Morus_000745-R1	Bato_000745-R1	ArtoA_014034-R1	ArtoB_012853-R1
Morus_000746-R1	Bato_000746-R1	ArtoA_013604-R1	ArtoB_012795-R1
Morus_000747-R1	Bato_000747-R1	ArtoA_013609-R1	ArtoB_unassigned_transcript_1311
Morus_000752-R1	Bato_000752-R1	ArtoA_013969-R1	ArtoB_012944-R1
Morus_000753-R1	Bato_000753-R1	ArtoA_014127-R1	ArtoB_012794-R1
Morus_000754-R1	Bato_000754-R1	ArtoA_014570-R1	ArtoB_013403-R1
Morus_000755-R1	Bato_000755-R1	ArtoA_unassigned_transcript_1626	ArtoB_013382-R1
Morus_000756-R1	Bato_000756-R1	ArtoA_014302-R1	ArtoB_012952-R1
Morus_000757-R3	Bato_000757-R3	ArtoA_009291-R1	ArtoB_013368-R2
Morus_000759-R1	Bato_000759-R1	ArtoA_013593-R1	ArtoB_012849-R1
Morus_000762-R1	Bato_000762-R1	ArtoA_014458-R1	ArtoB_013038-R1
Morus_000763-R1	Bato_000763-R1	ArtoA_013588-R1	ArtoB_013052-R1
Morus_000764-R1	Bato_000764-R1	ArtoA_014283-R1	ArtoB_012880-R1
Morus_000767-R1	Bato_000767-R1	ArtoA_014394-R1	ArtoB_012490-R1
Morus_000769-R2	Bato_000769-R2	ArtoA_014242-R1	ArtoB_012674-R3
Morus_000778-R1	Bato_000778-R1	ArtoA_014282-R1	ArtoB_012823-R1
Morus_000779-R1	Bato_000779-R1	ArtoA_014232-R1	ArtoB_012443-R1
Morus_000780-R1	Bato_000780-R1	ArtoA_014306-R1	ArtoB_012684-R1
Morus_000783-R1	Bato_000783-R1	ArtoA_013648-R1	ArtoB_013005-R1
Morus_000784-R1	Bato_000784-R1	ArtoA_014227-R1	ArtoB_013400-R1
Morus_000785-R1	Bato_000785-R1	ArtoA_012874-R1	ArtoB_022291-R1
Morus_000786-R1	Bato_000786-R1	ArtoA_014088-R1	ArtoB_012747-R1
Morus_000788-R1	Bato_000788-R1	ArtoA_014012-R1	ArtoB_013008-R1
Morus_000789-R1	Bato_000789-R1	ArtoA_014020-R1	ArtoB_012978-R1
Morus_000796-R1	Bato_000796-R1	ArtoA_012914-R1	ArtoB_unassigned_transcript_325
Morus_000799-R1	Bato_000799-R1	ArtoA_014412-R1	ArtoB_012933-R2
Morus_000800-R1	Bato_000800-R1	ArtoA_014391-R1	ArtoB_unassigned_transcript_1286
Morus_000803-R1	Bato_000803-R1	ArtoA_012522-R1	ArtoB_023476-R1
Morus_000804-R1	Bato_000804-R1	ArtoA_013503-R1	ArtoB_012860-R1
Morus_000805-R1	Bato_000805-R1	ArtoA_014287-R1	ArtoB_012631-R1
Morus_000807-R1	Bato_000807-R1	ArtoA_013741-R1	ArtoB_012895-R1
Morus_000811-R1	Bato_000811-R1	ArtoA_unassigned_transcript_1784	ArtoB_012520-R1
Morus_000812-R1	Bato_000812-R1	ArtoA_013500-R1	ArtoB_012809-R1
Morus_000817-R1	Bato_000817-R1	ArtoA_014587-R1	ArtoB_012644-R1
Morus_000818-R1	Bato_000818-R1	ArtoA_014479-R1	ArtoB_012855-R1
Morus_000819-R1	Bato_000819-R1	ArtoA_014636-R1	ArtoB_012658-R1
Morus_000827-R1	Bato_000827-R1	ArtoA_014413-R1	ArtoB_012787-R1
Morus_000828-R1	Bato_000828-R1	ArtoA_013959-R1	ArtoB_unassigned_transcript_1432
Morus_000829-R1	Bato_000829-R1	ArtoA_014423-R1	ArtoB_013062-R1
Morus_000840-R1	Bato_000840-R1	ArtoA_013493-R2	ArtoB_027577-R1
Morus_000843-R1	Bato_000843-R1	ArtoA_014578-R1	ArtoB_012793-R1
Morus_000844-R1	Bato_000844-R1	ArtoA_unassigned_transcript_1567	ArtoB_012967-R1
Morus_000851-R1	Bato_000851-R1	ArtoA_013570-R1	ArtoB_012441-R2
Morus_000852-R1	Bato_000852-R1	ArtoA_013484-R1	ArtoB_013298-R1
Morus_000854-R1	Bato_000854-R1	ArtoA_unassigned_transcript_1624	ArtoB_012819-R1
Morus_000856-R1	Bato_000856-R1	ArtoA_014141-R1	ArtoB_012970-R1
Morus_000857-R1	Bato_000857-R1	ArtoA_013506-R1	ArtoB_012744-R1
Morus_000858-R1	Bato_000858-R1	ArtoA_014083-R1	ArtoB_013401-R1
Morus_000859-R1	Bato_000859-R1	ArtoA_013595-R1	ArtoB_013395-R1
Morus_000861-R1	Bato_000861-R1	ArtoA_unassigned_transcript_1613	ArtoB_013045-R1
Morus_000864-R1	Bato_000864-R1	ArtoA_013651-R1	ArtoB_012746-R1
Morus_000866-R1	Bato_000866-R1	ArtoA_026153-R1	ArtoB_019147-R1
Morus_000867-R1	Bato_000867-R1	ArtoA_023568-R1	ArtoB_027090-R1
Morus_000873-R1	Bato_000873-R1	ArtoA_013631-R1	ArtoB_unassigned_transcript_1404
Morus_000874-R1	Bato_000874-R1	ArtoA_014253-R1	ArtoB_unassigned_transcript_1405
Morus_000878-R1	Bato_001584-R1	ArtoA_014044-R1	ArtoB_012617-R1
Morus_000879-R1	Bato_000879-R1	ArtoA_014002-R1	ArtoB_012888-R2
Morus_000880-R1	Bato_000880-R1	ArtoA_014015-R1	ArtoB_012882-R1
Morus_000882-R1	Bato_000882-R1	ArtoA_014099-R1	ArtoB_012638-R1
Morus_000884-R1	Bato_000884-R1	ArtoA_014176-R1	ArtoB_012673-R1
Morus_000889-R1	Bato_000889-R1	ArtoA_014220-R1	ArtoB_012896-R1
Morus_000894-R1	Bato_000894-R1	ArtoA_013732-R1	ArtoB_013114-R1
Morus_000895-R1	Bato_000895-R1	ArtoA_013775-R1	ArtoB_012758-R1
Morus_000897-R1	Bato_000897-R1	ArtoA_014571-R2	ArtoB_012993-R1
Morus_000898-R1	Bato_000898-R1	ArtoA_unassigned_transcript_1639	ArtoB_012628-R1
Morus_000900-R1	Bato_000900-R1	ArtoA_014001-R1	ArtoB_012598-R1
Morus_000902-R1	Bato_000902-R1	ArtoA_013678-R1	ArtoB_012534-R1
Morus_000908-R1	Bato_000908-R1	ArtoA_014041-R1	ArtoB_013332-R1
Morus_000910-R1	Bato_000910-R1	ArtoA_014017-R1	ArtoB_unassigned_transcript_1300
Morus_000911-R1	Bato_000911-R1	ArtoA_013743-R1	ArtoB_012764-R1
Morus_000912-R1	Bato_000912-R1	ArtoA_014008-R1	ArtoB_012738-R1
Morus_000914-R1	Bato_000914-R1	ArtoA_016117-R1	ArtoB_unassigned_transcript_453
Morus_000916-R1	Bato_000916-R1	ArtoA_014070-R1	ArtoB_012801-R1
Morus_000917-R1	Bato_000917-R1	ArtoA_014642-R1	ArtoB_013322-R1
Morus_000919-R1	Bato_000919-R1	ArtoA_013572-R1	ArtoB_012615-R1
Morus_000920-R1	Bato_000920-R1	ArtoA_013514-R1	ArtoB_012785-R1
Morus_000921-R1	Bato_000921-R1	ArtoA_013515-R1	ArtoB_012786-R1
Morus_000923-R1	Bato_000923-R1	ArtoA_014473-R1	ArtoB_unassigned_transcript_259
Morus_000924-R1	Bato_000924-R1	ArtoA_013656-R1	ArtoB_012523-R1
Morus_000925-R1	Bato_000925-R1	ArtoA_014324-R1	ArtoB_013342-R1
Morus_000930-R1	Bato_000930-R1	ArtoA_014189-R1	ArtoB_012917-R1
Morus_000931-R1	Bato_000931-R1	ArtoA_013766-R1	ArtoB_020839-R1
Morus_000936-R1	Bato_000936-R1	ArtoA_014089-R1	ArtoB_012748-R1
Morus_000937-R1	Bato_000937-R1	ArtoA_013674-R1	ArtoB_013193-R1
Morus_000939-R1	Bato_000939-R1	ArtoA_013620-R1	ArtoB_012824-R1
Morus_000940-R1	Bato_000940-R1	ArtoA_031647-R1	ArtoB_unassigned_transcript_419
Morus_000943-R1	Bato_000943-R1	ArtoA_014449-R1	ArtoB_012811-R1
Morus_000946-R1	Bato_000946-R1	ArtoA_014345-R1	ArtoB_012910-R1
Morus_000948-R1	Bato_006804-R1	ArtoA_022425-R1	ArtoB_024822-R1
Morus_000952-R1	Bato_000952-R1	ArtoA_unassigned_transcript_1726	ArtoB_012681-R1
Morus_000966-R1	Bato_000966-R1	ArtoA_013543-R1	ArtoB_013350-R1
Morus_000967-R1	Bato_000967-R1	ArtoA_014218-R1	ArtoB_013354-R1
Morus_000974-R1	Bato_000974-R1	ArtoA_014518-R1	ArtoB_unassigned_transcript_1194
Morus_000981-R1	Bato_000981-R1	ArtoA_013662-R1	ArtoB_012866-R1
Morus_000984-R1	Bato_000984-R1	ArtoA_013683-R1	ArtoB_012531-R1
Morus_000996-R1	Bato_000996-R1	ArtoA_019483-R1	ArtoB_018874-R1
Morus_001006-R1	Bato_001006-R1	ArtoA_015254-R1	ArtoB_022800-R1
Morus_001028-R1	Bato_001028-R1	ArtoA_011977-R1	ArtoB_022731-R1
Morus_001034-R1	Bato_001034-R1	ArtoA_014596-R1	ArtoB_013079-R1
Morus_001038-R1	Bato_001038-R1	ArtoA_019897-R1	ArtoB_026567-R1
Morus_001042-R1	Bato_001042-R1	ArtoA_014134-R1	ArtoB_013078-R1
Morus_001049-R1	Bato_001049-R1	ArtoA_027964-R1	ArtoB_020382-R1
Morus_001052-R1	Bato_001052-R1	ArtoA_013818-R1	ArtoB_012731-R1
Morus_001059-R1	Bato_001059-R1	ArtoA_014000-R1	ArtoB_021762-R1
Morus_001062-R1	Bato_001062-R1	ArtoA_013820-R1	ArtoB_013093-R1
Morus_001063-R1	Bato_001063-R1	ArtoA_014100-R1	ArtoB_013091-R1
Morus_001070-R1	Bato_001070-R1	ArtoA_unassigned_transcript_204	ArtoB_021446-R1
Morus_001083-R1	Bato_001083-R1	ArtoA_013845-R1	ArtoB_013110-R1
Morus_001088-R1	Bato_001088-R1	ArtoA_026080-R1	ArtoB_018763-R1
Morus_001107-R1	Bato_001107-R1	ArtoA_013323-R2	ArtoB_unassigned_transcript_299
Morus_001111-R1	Bato_001111-R1	ArtoA_013857-R1	ArtoB_013133-R1
Morus_001122-R1	Bato_001122-R1	ArtoA_013337-R1	ArtoB_024061-R1
Morus_001130-R1	Bato_001130-R1	ArtoA_013755-R1	ArtoB_012737-R1
Morus_001157-R1	Bato_001157-R1	ArtoA_014086-R1	ArtoB_013155-R1
Morus_001160-R1	Bato_000390-R2	ArtoA_013731-R1	ArtoB_013313-R1
Morus_001163-R1	Bato_001163-R1	ArtoA_011915-R1	ArtoB_019774-R1
Morus_001168-R1	Bato_001168-R1	ArtoA_013877-R1	ArtoB_013158-R1
Morus_001171-R2	Bato_001171-R2	ArtoA_011929-R1	ArtoB_019787-R1
Morus_001194-R1	Bato_001194-R1	ArtoA_017923-R1	ArtoB_024611-R1
Morus_001245-R1	Bato_001245-R1	ArtoA_010556-R1	ArtoB_022931-R1
Morus_001250-R1	Bato_001250-R1	ArtoA_unassigned_transcript_1716	ArtoB_013185-R1
Morus_001256-R1	Bato_001256-R1	ArtoA_014462-R1	ArtoB_022190-R1
Morus_001257-R1	Bato_001257-R1	ArtoA_013920-R1	ArtoB_013189-R1
Morus_001266-R1	Bato_001266-R1	ArtoA_013724-R1	ArtoB_012618-R1
Morus_001277-R1	Bato_001277-R1	ArtoA_014022-R1	ArtoB_027295-R1
Morus_001283-R1	Bato_002041-R1	ArtoA_unassigned_transcript_9482	ArtoB_005082-R1
Morus_001285-R1	Bato_001285-R1	ArtoA_016625-R1	ArtoB_018830-R1
Morus_001286-R1	Bato_001286-R1	ArtoA_014660-R1	ArtoB_013216-R1
Morus_001291-R1	Bato_001291-R1	ArtoA_013693-R1	ArtoB_012483-R1
Morus_001313-R1	Bato_001313-R1	ArtoA_011727-R1	ArtoB_021855-R1
Morus_001325-R1	Bato_001325-R1	ArtoA_unassigned_transcript_1770	ArtoB_012690-R1
Morus_001348-R1	Bato_001348-R1	ArtoA_unassigned_transcript_1789	ArtoB_012516-R1
Morus_001353-R1	Bato_001353-R1	ArtoA_014466-R1	ArtoB_012953-R1
Morus_001356-R1	Bato_001356-R1	ArtoA_029391-R1	ArtoB_unassigned_transcript_402
Morus_001360-R1	Bato_001360-R1	ArtoA_013639-R1	ArtoB_012689-R1
Morus_001362-R1	Bato_001362-R1	ArtoA_unassigned_transcript_1725	ArtoB_unassigned_transcript_1400
Morus_001364-R1	Bato_001364-R1	ArtoA_014185-R1	ArtoB_020804-R1
Morus_001365-R1	Bato_001365-R1	ArtoA_013596-R1	ArtoB_013396-R1
Morus_001366-R1	Bato_001366-R1	ArtoA_014295-R1	ArtoB_012934-R1
Morus_001369-R1	Bato_001369-R1	ArtoA_013523-R1	ArtoB_013069-R1
Morus_001370-R1	Bato_001370-R1	ArtoA_014147-R1	ArtoB_012745-R1
Morus_001372-R1	Bato_001372-R1	ArtoA_014550-R1	ArtoB_012540-R1
Morus_001381-R1	Bato_001381-R1	ArtoA_unassigned_transcript_1645	ArtoB_013290-R1
Morus_001385-R1	Bato_001385-R1	ArtoA_013682-R1	ArtoB_013351-R1
Morus_001386-R1	Bato_001386-R1	ArtoA_unassigned_transcript_1715	ArtoB_013388-R1
Morus_001391-R1	Bato_000770-R1	ArtoA_014224-R1	ArtoB_013413-R1
Morus_001395-R1	Bato_001395-R1	ArtoA_013095-R1	ArtoB_024112-R1
Morus_001396-R3	Bato_001396-R3	ArtoA_014154-R1	ArtoB_012804-R1
Morus_001398-R1	Bato_001398-R1	ArtoA_unassigned_transcript_1764	ArtoB_013412-R1
Morus_001399-R1	Bato_001399-R1	ArtoA_013652-R1	ArtoB_013424-R1
Morus_001411-R1	Bato_001411-R1	ArtoA_013907-R1	ArtoB_013272-R1
Morus_001412-R1	Bato_001412-R1	ArtoA_013606-R1	ArtoB_012487-R1
Morus_001413-R1	Bato_001413-R1	ArtoA_013607-R1	ArtoB_unassigned_transcript_1278
Morus_001414-R1	Bato_001414-R1	ArtoA_014092-R1	ArtoB_013325-R1
Morus_001417-R1	Bato_001417-R1	ArtoA_014006-R1	ArtoB_013280-R1
Morus_001418-R1	Bato_001418-R1	ArtoA_014007-R1	ArtoB_013281-R1
Morus_001419-R1	Bato_001419-R1	ArtoA_unassigned_transcript_1717	ArtoB_013378-R1
Morus_001422-R1	Bato_001422-R1	ArtoA_013749-R1	ArtoB_unassigned_transcript_1251
Morus_001423-R1	Bato_001423-R1	ArtoA_014569-R1	ArtoB_013397-R1
Morus_001424-R1	Bato_001424-R1	ArtoA_013759-R1	ArtoB_012964-R1
Morus_001425-R1	Bato_001425-R1	ArtoA_014136-R1	ArtoB_013387-R1
Morus_001428-R1	Bato_001428-R1	ArtoA_unassigned_transcript_1527	ArtoB_012473-R1
Morus_001429-R1	Bato_001429-R1	ArtoA_018771-R1	ArtoB_020904-R1
Morus_001431-R1	Bato_001431-R1	ArtoA_013625-R1	ArtoB_012642-R1
Morus_001436-R3	Bato_001436-R3	ArtoA_unassigned_transcript_1593	ArtoB_013321-R1
Morus_001437-R1	Bato_001437-R1	ArtoA_013094-R1	ArtoB_019826-R1
Morus_001438-R1	Bato_001438-R1	ArtoA_014654-R1	ArtoB_013059-R1
Morus_001440-R1	Bato_001440-R1	ArtoA_014194-R1	ArtoB_013017-R1
Morus_001441-R1	Bato_001441-R1	ArtoA_013796-R1	ArtoB_012670-R1
Morus_001443-R1	Bato_001443-R1	ArtoA_014333-R1	ArtoB_012671-R1
Morus_001445-R1	Bato_001445-R1	ArtoA_014428-R1	ArtoB_013074-R1
Morus_001446-R1	Bato_001446-R1	ArtoA_014206-R1	ArtoB_unassigned_transcript_1414
Morus_001450-R1	Bato_001450-R1	ArtoA_013562-R2	ArtoB_012580-R4
Morus_001452-R2	Bato_001452-R2	ArtoA_014350-R2	ArtoB_unassigned_transcript_1219
Morus_001453-R1	Bato_001453-R1	ArtoA_unassigned_transcript_1533	ArtoB_012825-R1
Morus_001455-R1	Bato_001455-R1	ArtoA_024135-R1	ArtoB_026604-R1
Morus_001457-R1	Bato_001457-R1	ArtoA_014264-R1	ArtoB_013287-R1
Morus_001458-R1	Bato_001458-R1	ArtoA_013778-R1	ArtoB_013064-R1
Morus_001461-R1	Bato_001461-R1	ArtoA_unassigned_transcript_1675	ArtoB_012975-R1
Morus_001466-R1	Bato_001466-R1	ArtoA_unassigned_transcript_1663	ArtoB_013418-R1
Morus_001472-R1	Bato_001472-R1	ArtoA_015374-R1	ArtoB_unassigned_transcript_387
Morus_001473-R1	Bato_001473-R1	ArtoA_014059-R1	ArtoB_012966-R1
Morus_001474-R1	Bato_001474-R1	ArtoA_013701-R1	ArtoB_012840-R1
Morus_001486-R3	Bato_001486-R3	ArtoA_013576-R1	ArtoB_012844-R1
Morus_001497-R1	Bato_001497-R1	ArtoA_014623-R1	ArtoB_013061-R1
Morus_001498-R1	Bato_001498-R1	ArtoA_013762-R1	ArtoB_012798-R1
Morus_001500-R1	Bato_001500-R1	ArtoA_007825-R1	ArtoB_018110-R1
Morus_001502-R1	Bato_001502-R1	ArtoA_013531-R1	ArtoB_unassigned_transcript_1390
Morus_001503-R1	Bato_001503-R1	ArtoA_013642-R1	ArtoB_012511-R1
Morus_001507-R1	Bato_001507-R1	ArtoA_010134-R1	ArtoB_021817-R1
Morus_001516-R1	Bato_001516-R1	ArtoA_014011-R1	ArtoB_022305-R1
Morus_001518-R1	Bato_001518-R1	ArtoA_014459-R1	ArtoB_013242-R2
Morus_001519-R1	Bato_001519-R1	ArtoA_013667-R1	ArtoB_012991-R1
Morus_001520-R1	Bato_001520-R1	ArtoA_013696-R1	ArtoB_012755-R1
Morus_001521-R1	Bato_001521-R1	ArtoA_014540-R1	ArtoB_013057-R1
Morus_001522-R1	Bato_001522-R1	ArtoA_014431-R1	ArtoB_013347-R1
Morus_001527-R1	Bato_001527-R1	ArtoA_013669-R2	ArtoB_012444-R2
Morus_001531-R1	Bato_001531-R1	ArtoA_013633-R1	ArtoB_012834-R1
Morus_001534-R6	Bato_001534-R6	ArtoA_014048-R1	ArtoB_012962-R1
Morus_001535-R1	Bato_001535-R1	ArtoA_014155-R1	ArtoB_012954-R1
Morus_001536-R1	Bato_001536-R1	ArtoA_014208-R1	ArtoB_013359-R1
Morus_001537-R1	Bato_001537-R1	ArtoA_014385-R1	ArtoB_013046-R1
Morus_001538-R1	Bato_001538-R1	ArtoA_014386-R1	ArtoB_012869-R1
Morus_001541-R1	Bato_001541-R1	ArtoA_016138-R1	ArtoB_022225-R1
Morus_001542-R1	Bato_001542-R1	ArtoA_014328-R1	ArtoB_012654-R1
Morus_001545-R1	Bato_001545-R1	ArtoA_014165-R2	ArtoB_013000-R1
Morus_001546-R1	Bato_001546-R1	ArtoA_022955-R1	ArtoB_019442-R1
Morus_001553-R1	Bato_001553-R1	ArtoA_014263-R1	ArtoB_unassigned_transcript_1200
Morus_001555-R1	Bato_001555-R1	ArtoA_014506-R1	ArtoB_012767-R1
Morus_001564-R1	Bato_001564-R1	ArtoA_032580-R1	ArtoB_017835-R1
Morus_001565-R1	Bato_001565-R1	ArtoA_013650-R1	ArtoB_012835-R1
Morus_001569-R1	Bato_001569-R1	ArtoA_013737-R1	ArtoB_012611-R1
Morus_001571-R1	Bato_001571-R1	ArtoA_unassigned_transcript_1540	ArtoB_012649-R1
Morus_001572-R1	Bato_001572-R1	ArtoA_013616-R1	ArtoB_unassigned_transcript_1244
Morus_001573-R1	Bato_001573-R1	ArtoA_014509-R1	ArtoB_013427-R1
Morus_001574-R1	Bato_001574-R1	ArtoA_unassigned_transcript_15	ArtoB_017751-R1
Morus_001581-R1	Bato_001581-R1	ArtoA_014138-R2	ArtoB_013364-R1
Morus_001582-R1	Bato_001582-R1	ArtoA_014139-R1	ArtoB_013365-R1
Morus_001586-R1	Bato_001586-R1	ArtoA_014187-R1	ArtoB_012521-R1
Morus_001587-R1	Bato_001587-R1	ArtoA_014659-R1	ArtoB_012517-R1
Morus_001588-R1	Bato_001588-R1	ArtoA_013654-R1	ArtoB_012791-R1
Morus_001589-R1	Bato_001589-R1	ArtoA_014519-R1	ArtoB_unassigned_transcript_1371
Morus_001590-R1	Bato_001590-R1	ArtoA_014248-R1	ArtoB_012569-R2
Morus_001591-R1	Bato_001591-R1	ArtoA_013605-R1	ArtoB_012602-R1
Morus_001593-R1	Bato_001593-R1	ArtoA_013561-R1	ArtoB_013023-R1
Morus_001596-R1	Bato_001596-R1	ArtoA_014097-R1	ArtoB_unassigned_transcript_1217
Morus_001597-R1	Bato_001597-R1	ArtoA_014402-R1	ArtoB_012958-R1
Morus_001598-R1	Bato_001598-R1	ArtoA_014294-R1	ArtoB_unassigned_transcript_1382
Morus_001599-R1	Bato_001599-R1	ArtoA_013918-R1	ArtoB_012773-R1
Morus_001606-R3	Bato_001606-R3	ArtoA_014365-R3	ArtoB_012494-R2
Morus_001609-R1	Bato_001609-R1	ArtoA_014541-R1	ArtoB_025071-R1
Morus_001611-R1	Bato_001611-R1	ArtoA_013477-R1	ArtoB_012697-R1
Morus_001621-R1	Bato_001621-R1	ArtoA_unassigned_transcript_1682	ArtoB_unassigned_transcript_1367
Morus_001634-R1	Bato_001634-R1	ArtoA_013536-R1	ArtoB_012856-R1
Morus_001635-R3	Bato_001635-R3	ArtoA_013640-R1	ArtoB_012451-R1
Morus_001638-R1	Bato_001638-R1	ArtoA_unassigned_transcript_1780	ArtoB_013380-R1
Morus_001639-R1	Bato_001639-R1	ArtoA_unassigned_transcript_1611	ArtoB_013032-R1
Morus_001641-R1	Bato_001641-R1	ArtoA_014683-R1	ArtoB_012488-R1
Morus_001642-R1	Bato_001642-R1	ArtoA_013665-R1	ArtoB_013060-R1
Morus_001645-R1	Bato_001645-R1	ArtoA_unassigned_transcript_228	ArtoB_026978-R1
Morus_001648-R1	Bato_001648-R1	ArtoA_014632-R1	ArtoB_012691-R1
Morus_001651-R1	Bato_001651-R1	ArtoA_013567-R1	ArtoB_012470-R1
Morus_001654-R1	Bato_001654-R1	ArtoA_013622-R1	ArtoB_unassigned_transcript_1435
Morus_001655-R1	Bato_001655-R1	ArtoA_013676-R1	ArtoB_unassigned_transcript_1304
Morus_001657-R1	Bato_001657-R1	ArtoA_004688-R1	ArtoB_022232-R1
Morus_001658-R1	Bato_001658-R1	ArtoA_013782-R1	ArtoB_012461-R1
Morus_001660-R1	Bato_001660-R1	ArtoA_015026-R1	ArtoB_017852-R1
Morus_001662-R1	Bato_001662-R1	ArtoA_014239-R1	ArtoB_013002-R1
Morus_001664-R1	Bato_001664-R1	ArtoA_013716-R1	ArtoB_012926-R1
Morus_001667-R1	Bato_001667-R1	ArtoA_unassigned_transcript_1786	ArtoB_unassigned_transcript_1462
Morus_001668-R1	Bato_001668-R1	ArtoA_014341-R1	ArtoB_012814-R1
Morus_001669-R1	Bato_001669-R1	ArtoA_015063-R1	ArtoB_024143-R1
Morus_001670-R1	Bato_001670-R1	ArtoA_014481-R1	ArtoB_012906-R1
Morus_001672-R1	Bato_001672-R1	ArtoA_013586-R1	ArtoB_013383-R1
Morus_001673-R1	Bato_001673-R1	ArtoA_unassigned_transcript_1614	ArtoB_012601-R1
Morus_001675-R1	Bato_001675-R1	ArtoA_013754-R3	ArtoB_012736-R1
Morus_001676-R1	Bato_001676-R1	ArtoA_013758-R1	ArtoB_012551-R1
Morus_001677-R1	Bato_001677-R1	ArtoA_014467-R1	ArtoB_012974-R1
Morus_001678-R1	Bato_001678-R1	ArtoA_014286-R1	ArtoB_012646-R1
Morus_001679-R1	Bato_001679-R1	ArtoA_unassigned_transcript_1486	ArtoB_012566-R1
Morus_001681-R1	Bato_001681-R1	ArtoA_014290-R1	ArtoB_012776-R2
Morus_001683-R1	Bato_001683-R1	ArtoA_015176-R1	ArtoB_023300-R1
Morus_001684-R2	Bato_001684-R2	ArtoA_012039-R1	ArtoB_017978-R1
Morus_001688-R1	Bato_001688-R1	ArtoA_014064-R1	ArtoB_013050-R1
Morus_001689-R1	Bato_001689-R1	ArtoA_014437-R1	ArtoB_012940-R1
Morus_001690-R1	Bato_001690-R1	ArtoA_013619-R1	ArtoB_012478-R1
Morus_001691-R1	Bato_001691-R1	ArtoA_014531-R5	ArtoB_013334-R1
Morus_001693-R1	Bato_001693-R1	ArtoA_014031-R1	ArtoB_013333-R1
Morus_001694-R1	Bato_001694-R1	ArtoA_014026-R1	ArtoB_013036-R1
Morus_001697-R1	Bato_001697-R1	ArtoA_014405-R1	ArtoB_012972-R1
Morus_001700-R1	Bato_001700-R1	ArtoA_014258-R1	ArtoB_012826-R1
Morus_001703-R1	Bato_001703-R1	ArtoA_014075-R1	ArtoB_012584-R1
Morus_001712-R1	Bato_001712-R1	ArtoA_014556-R1	ArtoB_unassigned_transcript_1308
Morus_001714-R1	Bato_001714-R1	ArtoA_014054-R4	ArtoB_012772-R1
Morus_001716-R1	Bato_001716-R1	ArtoA_unassigned_transcript_131	ArtoB_021890-R1
Morus_001718-R1	Bato_001718-R1	ArtoA_014415-R1	ArtoB_013414-R1
Morus_001726-R2	Bato_001726-R2	ArtoA_012456-R1	ArtoB_unassigned_transcript_300
Morus_001732-R1	Bato_001732-R1	ArtoA_013697-R1	ArtoB_012525-R1
Morus_001739-R1	Bato_001739-R1	ArtoA_014270-R1	ArtoB_012682-R1
Morus_001742-R1	Bato_001742-R1	ArtoA_014536-R1	ArtoB_012792-R1
Morus_001748-R1	Bato_001748-R1	ArtoA_014626-R1	ArtoB_012695-R1
Morus_001749-R1	Bato_001749-R1	ArtoA_014276-R1	ArtoB_012905-R1
Morus_001750-R1	Bato_001750-R1	ArtoA_013507-R1	ArtoB_013362-R3
Morus_001751-R1	Bato_001751-R1	ArtoA_014438-R1	ArtoB_012536-R1
Morus_001752-R1	Bato_001752-R1	ArtoA_014256-R1	ArtoB_unassigned_transcript_1395
Morus_001763-R1	Bato_001763-R1	ArtoA_013788-R1	ArtoB_013432-R1
Morus_001769-R1	Bato_001769-R1	ArtoA_013666-R1	ArtoB_013440-R1
Morus_001770-R1	Bato_001770-R1	ArtoA_014638-R1	ArtoB_012577-R1
Morus_001781-R2	Bato_001781-R2	ArtoA_032799-R1	ArtoB_022705-R1
Morus_001791-R1	Bato_001791-R1	ArtoA_014427-R1	ArtoB_012935-R1
Morus_001792-R1	Bato_001792-R1	ArtoA_013518-R1	ArtoB_013402-R1
Morus_001797-R1	Bato_001797-R1	ArtoA_013646-R1	ArtoB_013252-R1
Morus_001799-R1	Bato_001799-R1	ArtoA_014574-R1	ArtoB_unassigned_transcript_1444
Morus_001802-R1	Bato_001802-R1	ArtoA_014196-R1	ArtoB_unassigned_transcript_1319
